Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Manufacturer,Category,Fuel,Fuel Configuration Name,Electric-Only Range
11229,45,243,29,"RX 450h, FWD/AWD",2014,,,,32.0,28.0,30.0,,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
11198,11,227,29,"Navigator, 2WD/AWD",2014,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
11199,11,239,29,ML350 4Matic,2014,13.0,17.0,15.0,17.0,22.0,15.0,,3.5L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
11205,11,217,29,"Armada, 2WD/4WD",2014,9.0,13.0,11.0,12.0,19.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
11235,45,217,29,"Pathfinder Hybrid, 2WD/AWD",2014,,,,25.0,28.0,26.5,,2.5L,Nissan,SUV,Hybrid Electric,Hybrid Electric,
11236,45,391,29,Cayenne S Hybrid,2014,,,,20.0,24.0,22.0,,3.0L,Porsche,SUV,Hybrid Electric,Hybrid Electric,
11237,45,383,29,XV Crosstrek Hybrid,2014,,,,,,,,2.0L,Subaru,SUV,Hybrid Electric,Hybrid Electric,
11243,45,221,29,Highlander,2014,,,,,,,,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
11272,41,221,29,RAV 4 EV,2014,78.0,74.0,76.0,,,76.0,,115L,Toyota,SUV,Electric,Dedicated,
11209,11,221,29,"Sequoia, 4WD",2014,9.0,12.0,10.5,13.0,17.0,10.5,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
11244,45,347,29,Touareg Hybrid,2014,,,,20.0,24.0,22.0,SI,3.0L,Volkswagen,SUV,Hybrid Electric,Hybrid Electric,
10468,11,377,29,Q5,2013,14.0,19.0,16.5,20.0,28.0,16.5,,2.0 L,Audi,SUV,Ethanol (E85),Flexible Fuel,
10470,45,377,29,Q5 Hybrid,2013,,,,24.0,30.0,27.0,,2.0 L,Audi,SUV,Hybrid Electric,Hybrid Electric,
10596,45,231,29,Escalade 2WD / AWD,2013,,,,20.0,23.0,21.5,,6.0L,Cadillac,SUV,Hybrid Electric,Hybrid Electric,
10575,11,231,29,Escalade 2WD/ AWD,2013,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10576,11,231,29,Escalade ESV 2WD/ AWD,2013,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10566,11,215,29,Captiva FWD / AWD,2013,12.0,17.0,14.5,17.0,24.0,14.5,,3.0L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10565,11,215,29,Captiva FWD / AWD,2013,15.0,22.0,18.5,20.0,28.0,18.5,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10569,11,215,29,Equinox FWD / AWD,2013,13.0,22.0,17.5,17.0,24.0,17.5,,3.6L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10567,11,215,29,Equinox FWD / AWD,2013,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10572,11,215,29,Suburban 1500 2WD/ AWD,2013,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10595,45,215,29,Tahoe 2WD / AWD,2013,,,,20.0,23.0,21.5,,6.0L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
10620,11,215,29,Tahoe Police & Special Service Vehicle,2013,,,,,,,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10481,11,225,29,Durango 2WD / AWD,2013,12.0,17.0,14.5,16.0,23.0,14.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10484,11,225,29,Durango Police Special Service Vehicle,2013,12.0,17.0,14.5,16.0,23.0,14.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10482,11,225,29,Journey,2013,12.0,18.0,15.0,17.0,25.0,15.0,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10502,11,219,29,Expedition 2WD / AWD,2013,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10501,11,219,29,Explorer 2WD / AWD,2013,13.0,18.0,15.5,17.0,24.0,15.5,,3.5L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10500,11,219,29,Police Interceptor Utility,2013,,,,,,,,3.7L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10568,11,213,29,Terrain FWD / AWD,2013,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10570,11,213,29,Terrain FWD / AWD,2013,13.0,22.0,17.5,17.0,24.0,17.5,,3.6L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10573,11,213,29,Yukon 1500 2WD/ AWD,2013,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10597,45,213,29,Yukon 2WD / AWD,2013,,,,20.0,23.0,21.5,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
10578,11,213,29,Yukon 2WD/ AWD,2013,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10598,45,213,29,Yukon Denali 2WD / AWD,2013,,,,20.0,23.0,21.5,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
10580,11,213,29,Yukon Denali 2WD/ AWD,2013,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10579,11,213,29,Yukon XL 2WD/ AWD,2013,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10574,11,213,29,Yukon XL 2WD/ AWD,2013,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10485,11,275,29,Grand Cherokee 2WD / AWD,2013,13.0,17.0,15.0,17.0,23.0,15.0,,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
10533,45,243,29,RX 450h,2013,,,,32.0,28.0,30.0,,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
10511,11,227,29,Navigator,2013,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
10537,11,239,29,ML350,2013,13.0,17.0,15.0,18.0,23.0,15.0,,3.5L,Mercedes-Benz,SUV,Ethanol (E85),Flexible Fuel,
10542,11,217,29,Armada,2013,9.0,13.0,11.0,12.0,19.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
10552,45,221,29,Highlander,2013,,,,28.0,28.0,28.0,,3.5L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
10556,41,221,29,RAV 4 EV,2013,78.0,74.0,76.0,,,76.0,,115 kW,Toyota,SUV,Electric,Dedicated,
10555,11,221,29,Sequoia,2013,9.0,13.0,11.0,13.0,17.0,11.0,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
10561,3,247,29,MV-1,2013,11.0,16.0,13.5,,,13.5,,4.6L,Vehicle Production Group,SUV,CNG - Compressed Natural Gas,Dedicated,
10560,45,347,29,Touareg Hybrid,2013,,,,20.0,24.0,22.0,,3.0L,Volkswagen,SUV,Hybrid Electric,Hybrid Electric,
10321,11,231,29,Escalade 2WD/4WD,2012,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10323,11,231,29,Escalade ESV 2WD/4WD,2012,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10322,11,231,29,Escalade EXT,2012,9.0,13.0,11.0,13.0,18.0,11.0,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10320,45,231,29,Escalade Hybrid,2012,,,,20.0,23.0,21.5,,6.0L,Cadillac,SUV,Hybrid Electric,Hybrid Electric,
10324,11,215,29,Avalanche 1500 2WD/4WD,2012,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10325,11,215,29,Equinox FWD/AWD,2012,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10326,11,215,29,Equinox FWD/AWD,2012,12.0,18.0,15.0,17.0,24.0,15.0,,3.0L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10345,11,215,29,Suburban 1500 FFV,2012,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10347,11,215,29,Tahoe 1500 FFV,2012,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10334,45,215,29,Tahoe 1500 Hybrid,2012,,,,20.0,23.0,21.5,,6.0L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
10338,11,215,29,Tahoe Police Patrol Vehicle FFV,2012,,,,,,,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10289,11,225,29,Durango 2WD/4WD,2012,12.0,17.0,14.5,16.0,23.0,14.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10290,11,225,29,Journey,2012,13.0,18.0,15.5,17.0,25.0,15.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10299,11,219,29,Escape FFV,2012,13.0,17.0,15.0,18.0,23.0,15.0,,3.0L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10312,45,219,29,Escape Hybrid FWD/4WD,2012,,,,34.0,31.0,32.5,,2.5L,Ford,SUV,Hybrid Electric,Hybrid Electric,
10298,11,219,29,Expedition 2WD/4WD,2012,10.0,15.0,12.5,14.0,20.0,12.5,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10296,11,219,29,Police Interceptor Utility FWD/AWD,2012,,,,,,,,3.7L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10352,11,213,29,Terrain 2.4L FFV,2012,15.0,22.0,18.5,22.0,32.0,18.5,,2.4L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10353,11,213,29,Terrain 3.0L FFV,2012,12.0,18.0,15.0,17.0,24.0,15.0,,3.0L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10346,11,213,29,Yukon 1500 2WD/4WD FFV,2012,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10335,45,213,29,Yukon 1500 Hybrid,2012,,,,20.0,23.0,21.5,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
10348,11,213,29,Yukon Denali 2WD/4WD FFV,2012,10.0,14.0,12.0,14.0,18.0,12.0,,6.2L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10292,11,275,29,Grand Cherokee,2012,13.0,17.0,15.0,17.0,23.0,15.0,,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
10365,45,243,29,RX 450h,2012,,,,30.0,28.0,29.0,,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
10314,11,227,29,Navigator 2WD/4WD,2012,10.0,15.0,12.5,14.0,20.0,12.5,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
10367,11,229,29,Tribute,2012,13.0,17.0,15.0,18.0,23.0,15.0,,3.0L,Mazda,SUV,Ethanol (E85),Flexible Fuel,
10372,11,217,29,Armada 2WD,2012,9.0,13.0,11.0,12.0,19.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
10376,45,391,29,Cayenne S Hybrid,2012,,,,20.0,24.0,22.0,,3.0L,Porsche,SUV,Hybrid Electric,Hybrid Electric,
10384,45,221,29,Highlander Hybrid,2012,,,,28.0,28.0,28.0,,3.5L,Toyota,SUV,Hybrid Electric,Flexible Fuel,
10382,45,221,29,Prius V,2012,,,,44.0,40.0,42.0,,1.8L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
10386,41,221,29,RAV4 EV,2012,,,,,,,,,Toyota,SUV,Electric,Dedicated,
10380,11,221,29,Sequoia 4WD FFV,2012,9.0,12.0,10.5,12.0,17.0,10.5,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
10302,3,247,29,MV-1,2012,11.0,16.0,13.5,,,13.5,,4.6L,Vehicle Production Group,SUV,CNG - Compressed Natural Gas,Dedicated,
10387,11,347,29,Routan FFV,2012,12.0,18.0,15.0,17.0,25.0,15.0,,3.6L,Volkswagen,SUV,Ethanol (E85),Flexible Fuel,
10388,45,347,29,Touareg Hybrid,2012,,,,20.0,24.0,22.0,,3.0L,Volkswagen,SUV,Hybrid Electric,Hybrid Electric,
10101,45,211,29,Active Hybrid X6,2011,17.0,19.0,18.0,,,18.0,,4.4L,BMW,SUV,Hybrid Electric,Hybrid Electric,
10074,11,231,29,Escalade 2WD,2011,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10145,11,231,29,Escalade AWD,2011,10.0,14.0,12.0,13.0,18.0,12.0,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10146,11,231,29,Escalade ESV 2WD,2011,10.0,15.0,12.5,14.0,18.0,12.5,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10147,11,231,29,Escalade ESV AWD,2011,9.0,13.0,11.0,13.0,18.0,11.0,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10148,11,231,29,Escalade Ext AWD,2011,9.0,13.0,11.0,13.0,18.0,11.0,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
10075,45,231,29,Escalade Hybrid,2011,20.0,23.0,21.5,,,21.5,,6.0L,Cadillac,SUV,Hybrid Electric,Hybrid Electric,
10041,11,215,29,Avalanche 1500 4WD,2011,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10042,11,215,29,Equinox AWD,2011,12.0,17.0,14.5,16.0,22.0,14.5,,3.0L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10150,11,215,29,Equinox FWD,2011,12.0,18.0,15.0,17.0,24.0,15.0,,3.0L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10046,11,215,29,HHR FWD Automatic,2011,15.0,21.0,18.0,22.0,30.0,18.0,,2.4L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10149,11,215,29,HHR FWD Manual,2011,16.0,23.0,19.5,22.0,32.0,19.5,,2.2L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10010,11,215,29,HHR FWD Manual,2011,16.0,23.0,19.5,22.0,32.0,19.5,,2.2L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10043,11,215,29,Suburban 1500 4WD,2011,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10044,11,215,29,Tahoe 1500 4WD,2011,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
10076,45,215,29,Tahoe 1500 Hybrid,2011,20.0,23.0,21.5,,,21.5,,6.0L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
10125,11,225,29,Durango 2WD,2011,12.0,17.0,14.5,16.0,23.0,14.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10142,11,225,29,Durango 4WD,2011,12.0,16.0,14.0,16.0,22.0,14.0,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10124,11,225,29,Journey,2011,13.0,18.0,15.5,17.0,25.0,15.5,,3.6L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
10011,11,219,29,Escape 4WD,2011,14.0,19.0,16.5,18.0,23.0,16.5,,3.0L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10081,45,219,29,Escape Hybrid,2011,30.0,27.0,28.5,,,28.5,,2.5L,Ford,SUV,Hybrid Electric,Hybrid Electric,
10012,11,219,29,Expedition 4WD,2011,9.0,13.0,11.0,13.0,18.0,11.0,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
10151,11,213,29,Terrain AWD,2011,12.0,17.0,14.5,16.0,22.0,14.5,,3.0L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10071,11,213,29,Terrain FWD,2011,12.0,18.0,15.0,17.0,24.0,15.0,,3.0L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10069,11,213,29,Yukon 1500,2011,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
10077,45,213,29,Yukon 1500 Hybrid,2011,20.0,23.0,21.5,,,21.5,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
10152,11,275,29,Grand Cherokee 2WD,2011,13.0,17.0,15.0,16.0,23.0,15.0,,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
10050,11,275,29,Grand Cherokee 4WD,2011,12.0,16.0,14.0,16.0,22.0,14.0,,3.6L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
10055,45,243,29,RX 450h,2011,32.0,28.0,30.0,,,30.0,,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
10181,11,227,29,Navigator 2WD,2011,10.0,15.0,12.5,14.0,20.0,12.5,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
10047,11,227,29,Navigator 4WD,2011,9.0,13.0,11.0,14.0,20.0,11.0,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
10019,45,229,29,Tribute 2WD Hybrid,2011,,,,34.0,31.0,32.5,,2.5L,Mazda,SUV,Hybrid Electric,Hybrid Electric,
10018,11,229,29,Tribute 4WD FFV,2011,13.0,16.0,14.5,18.0,23.0,14.5,,3.0L,Mazda,SUV,Ethanol (E85),Flexible Fuel,
10154,11,229,29,Tribute FWD FFV,2011,14.0,19.0,16.5,19.0,25.0,16.5,,3.0L,Mazda,SUV,Ethanol (E85),Flexible Fuel,
10049,45,239,29,ML450 4Matic Hybrid,2011,21.0,24.0,22.5,,,22.5,,3.5L,Mercedes-Benz,SUV,Hybrid Electric,Hybrid Electric,
10080,11,233,29,Mariner,2011,14.0,19.0,16.5,19.0,25.0,16.5,,3.0L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
10086,45,233,29,Mariner Hybrid,2011,30.0,27.0,28.5,,,28.5,,2.5L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
10156,11,217,29,Armada 2WD FFV,2011,9.0,13.0,11.0,12.0,19.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
10056,11,217,29,Armada 4WD FFV,2011,9.0,13.0,11.0,12.0,18.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
10065,45,221,29,Highlander Hybrid,2011,27.0,25.0,26.0,,,26.0,,3.3L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
10062,11,221,29,Sequoia 4WD,2011,9.0,12.0,10.5,13.0,18.0,10.5,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
10157,11,221,29,Sequoia 4WD FFV,2011,9.0,12.0,10.5,12.0,17.0,10.5,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
10066,45,347,29,Touareg Hybrid,2011,,,,,,,,3.0L,Volkswagen,SUV,Hybrid Electric,Hybrid Electric,
968,11,231,29,Escalade,2010,10.0,16.0,13.0,14.0,20.0,13.0,,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
946,45,231,29,Escalade Hybrid,2010,21.0,22.0,21.5,,,21.5,,6.0L,Cadillac,SUV,Hybrid Electric,Hybrid Electric,
960,11,215,29,HHR 2WD,2010,16.0,23.0,19.5,22.0,32.0,19.5,,2.2L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
980,11,215,29,Suburban C1500,2010,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
966,11,215,29,Tahoe,2010,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
937,45,215,29,Tahoe Hybrid,2010,21.0,22.0,21.5,,,21.5,,6.0L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
977,11,223,29,Town & Country,2010,12.0,17.0,14.5,17.0,24.0,14.5,,3.3L,Chrysler,SUV,Ethanol (E85),Flexible Fuel,
976,11,225,29,Grand Caravan,2010,12.0,17.0,14.5,17.0,24.0,14.5,,3.3L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
963,11,219,29,Escape,2010,14.0,19.0,16.5,19.0,25.0,16.5,,3.0L,Ford,SUV,Ethanol (E85),Flexible Fuel,
945,45,219,29,Escape Hybrid,2010,34.0,31.0,32.5,,,32.5,,2.5L,Ford,SUV,Hybrid Electric,Hybrid Electric,
961,11,219,29,Expedition,2010,9.0,13.0,11.0,13.0,19.0,11.0,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
967,11,213,29,Yukon,2010,11.0,16.0,13.5,15.0,21.0,13.5,,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
938,45,213,29,Yukon 1500,2010,21.0,22.0,21.5,,,21.5,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
930,45,243,29,RX 450h,2010,32.0,28.0,30.0,,,30.0,Other,3.5L,Lexus,SUV,Hybrid Electric,Hybrid Electric,
970,11,227,29,Navigator,2010,9.0,13.0,11.0,14.0,20.0,11.0,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
969,11,229,29,Tribute,2010,14.0,19.0,16.5,19.0,25.0,16.5,,3.0L,Mazda,SUV,Ethanol (E85),Flexible Fuel,
947,45,229,29,Tribute Hybrid,2010,34.0,31.0,32.5,,,32.5,,2.5L,Mazda,SUV,Hybrid Electric,Hybrid Electric,
964,11,233,29,Mariner,2010,14.0,19.0,16.5,19.0,25.0,16.5,,3.0L,Mercury,SUV,Ethanol (E85),Flexible Fuel,
949,45,233,29,Mariner Hybrid,2010,34.0,31.0,32.5,,,32.5,,2.5L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
974,11,217,29,Armada,2010,9.0,13.0,11.0,12.0,18.0,11.0,,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
948,45,221,29,Highlander,2010,27.0,25.0,26.0,,,26.0,,3.3L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
975,11,221,29,Sequoia,2010,9.0,12.0,10.5,13.0,18.0,10.5,,5.7L,Toyota,SUV,Ethanol (E85),Flexible Fuel,
923,3,247,29,MV-1,2010,,,,23.4,23.4,23.4,Other,4.3L,Vehicle Production Group,SUV,CNG - Compressed Natural Gas,Dedicated,
888,11,231,29,Escalade FFV,2009,10.0,14.0,12.0,12.0,19.0,12.0,Other,6.2L,Cadillac,SUV,Ethanol (E85),Flexible Fuel,
890,45,231,29,Escalade Hybrid,2009,20.0,21.0,20.5,,,20.5,Other,6.2L,Cadillac,SUV,Hybrid Electric,Hybrid Electric,
867,11,215,29,HHR FFV,2009,16.0,22.0,19.0,22.0,30.0,19.0,Other,2.2L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
872,11,215,29,Suburban FFV,2009,10.0,15.0,12.5,14.0,20.0,12.5,Other,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
885,45,215,29,Tahoe 1500 Hybrid,2009,20.0,20.0,20.0,,,20.0,,6.0L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
870,11,215,29,Tahoe FFV,2009,10.0,15.0,12.5,14.0,20.0,12.5,Other,5.3L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
845,11,223,29,Aspen FFV,2009,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7L,Chrysler,SUV,Ethanol (E85),Flexible Fuel,
853,45,223,29,Aspen Hybrid,2009,19.0,20.0,19.5,,,19.5,Other,5.7L,Chrysler,SUV,Hybrid Electric,Hybrid Electric,
846,11,225,29,Durango FFV,2009,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7L,Dodge,SUV,Ethanol (E85),Flexible Fuel,
854,45,225,29,Durango Hybrid,2009,19.0,20.0,19.5,,,19.5,Other,5.7L,Dodge,SUV,Hybrid Electric,Hybrid Electric,
864,45,219,29,Escape Hybrid,2009,34.0,31.0,32.5,,20.0,32.5,,2.5L,Ford,SUV,Hybrid Electric,Hybrid Electric,
858,11,219,29,Expedition FFV,2009,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Ford,SUV,Ethanol (E85),Flexible Fuel,
884,45,213,29,Yukon 1500 Hybrid,2009,20.0,20.0,20.0,,,20.0,,6.0L,GMC,SUV,Hybrid Electric,Hybrid Electric,
871,11,213,29,Yukon FFV,2009,10.0,15.0,12.5,14.0,20.0,12.5,Other,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
873,11,213,29,Yukon XL FFV,2009,10.0,15.0,12.5,14.0,20.0,12.5,Other,5.3L,GMC,SUV,Ethanol (E85),Flexible Fuel,
889,11,271,29,H2 FFV,2009,,14.0,,,,,Other,6.2L,HUMMER,SUV,Ethanol (E85),Flexible Fuel,
851,11,275,29,Commander FFV,2009,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
852,11,275,29,Grand Cherokee FFV,2009,9.0,13.0,11.0,14.0,19.0,11.0,Other,4.7L,Jeep,SUV,Ethanol (E85),Flexible Fuel,
863,11,227,29,Navigator FFV,2009,10.0,14.0,12.0,14.0,20.0,12.0,,5.4L,Lincoln,SUV,Ethanol (E85),Flexible Fuel,
887,45,229,29,Tribute Hybrid,2009,34.0,31.0,32.5,,,32.5,,2.5L,Mazda,SUV,Hybrid Electric,Hybrid Electric,
865,45,233,29,Mariner Hybrid,2009,34.0,31.0,32.5,,,32.5,,2.5L,Mercury,SUV,Hybrid Electric,Hybrid Electric,
892,11,217,29,Armada FFV,2009,9.0,13.0,11.0,12.0,18.0,11.0,Other,5.6L,Nissan,SUV,Ethanol (E85),Flexible Fuel,
883,45,273,29,VUE Green Line,2009,25.0,32.0,28.5,,,28.5,Other,2.4L,Saturn,SUV,Hybrid Electric,Hybrid Electric,
898,45,221,29,Highlander Hybrid,2009,27.0,25.0,26.0,,,26.0,Other,2.4L,Toyota,SUV,Hybrid Electric,Hybrid Electric,
792,11,215,29,Police Tahoe FFV,2008,11.0,15.0,13.0,14.0,20.0,13.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
794,11,215,29,Suburban FFV,2008,11.0,15.0,13.0,14.0,20.0,13.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
791,11,215,29,Tahoe FFV,2008,11.0,15.0,13.0,14.0,20.0,13.0,Other,5.3 L,Chevrolet,SUV,Ethanol (E85),Flexible Fuel,
806,45,215,29,Tahoe Hybrid,2008,20.0,21.0,20.5,20.0,21.0,20.5,Other,6.0 L,Chevrolet,SUV,Hybrid Electric,Hybrid Electric,
814,11,223,29,Aspen FFV,2008,9.0,12.0,10.5,14.0,19.0,10.5,Other,4.7 L,Chrysler,SUV,Ethanol (E85),Flexible Fuel,
