IDVehiculo,IDCombustible,IDFabricante,IDCategoria,Modelo,AñoModelo,Fabricante,Categoría,Combustible
853,45,223,29,Aspen Hybrid,2009,Chrysler,SUV,Hybrid Electric
846,11,225,29,Durango FFV,2009,Dodge,SUV,Ethanol (E85)
854,45,225,29,Durango Hybrid,2009,Dodge,SUV,Hybrid Electric
864,45,219,29,Escape Hybrid,2009,Ford,SUV,Hybrid Electric
858,11,219,29,Expedition FFV,2009,Ford,SUV,Ethanol (E85)
884,45,213,29,Yukon 1500 Hybrid,2009,GMC,SUV,Hybrid Electric
871,11,213,29,Yukon FFV,2009,GMC,SUV,Ethanol (E85)
873,11,213,29,Yukon XL FFV,2009,GMC,SUV,Ethanol (E85)
889,11,271,29,H2 FFV,2009,HUMMER,SUV,Ethanol (E85)
851,11,275,29,Commander FFV,2009,Jeep,SUV,Ethanol (E85)
852,11,275,29,Grand Cherokee FFV,2009,Jeep,SUV,Ethanol (E85)
863,11,227,29,Navigator FFV,2009,Lincoln,SUV,Ethanol (E85)
887,45,229,29,Tribute Hybrid,2009,Mazda,SUV,Hybrid Electric
865,45,233,29,Mariner Hybrid,2009,Mercury,SUV,Hybrid Electric
892,11,217,29,Armada FFV,2009,Nissan,SUV,Ethanol (E85)
883,45,273,29,VUE Green Line,2009,Saturn,SUV,Hybrid Electric
898,45,221,29,Highlander Hybrid,2009,Toyota,SUV,Hybrid Electric
792,11,215,29,Police Tahoe FFV,2008,Chevrolet,SUV,Ethanol (E85)
794,11,215,29,Suburban FFV,2008,Chevrolet,SUV,Ethanol (E85)
791,11,215,29,Tahoe FFV,2008,Chevrolet,SUV,Ethanol (E85)
806,45,215,29,Tahoe Hybrid,2008,Chevrolet,SUV,Hybrid Electric
814,11,223,29,Aspen FFV,2008,Chrysler,SUV,Ethanol (E85)
811,11,225,29,Durango FFV,2008,Dodge,SUV,Ethanol (E85)
826,45,219,29,Escape Hybrid,2008,Ford,SUV,Hybrid Electric
807,45,213,29,Yukon,2008,GMC,SUV,Hybrid Electric
798,11,213,29,Yukon FFV,2008,GMC,SUV,Ethanol (E85)
797,11,213,29,Yukon XL FFV,2008,GMC,SUV,Ethanol (E85)
813,11,275,29,Commander FFV,2008,Jeep,SUV,Ethanol (E85)
812,11,275,29,Grand Cherokee FFV,2008,Jeep,SUV,Ethanol (E85)
838,45,229,29,Tribute,2008,Mazda,SUV,Hybrid Electric
824,45,233,29,Mariner,2008,Mercury,SUV,Hybrid Electric
836,11,217,29,Armada FFV,2008,Nissan,SUV,Ethanol (E85)
803,45,273,29,VUE Green Line,2008,Saturn,SUV,Hybrid Electric
829,45,221,29,Highlander,2008,Toyota,SUV,Hybrid Electric
831,45,221,29,Lexus RX 400h Hybrid,2008,Toyota,SUV,Hybrid Electric
686,11,215,29,Police Tahoe FFV,2007,Chevrolet,SUV,Ethanol (E85)
688,11,215,29,Suburban FFV,2007,Chevrolet,SUV,Ethanol (E85)
685,11,215,29,Tahoe FFV,2007,Chevrolet,SUV,Ethanol (E85)
709,11,223,29,Aspen FFV,2007,Chrysler,SUV,Ethanol (E85)
706,11,225,29,Durango FFV,2007,Dodge,SUV,Ethanol (E85)
679,45,219,29,Escape Hybrid,2007,Ford,SUV,Hybrid Electric
694,11,213,29,Yukon FFV,2007,GMC,SUV,Ethanol (E85)
693,11,213,29,Yukon XL FFV,2007,GMC,SUV,Ethanol (E85)
708,11,275,29,Commander FFV,2007,Jeep,SUV,Ethanol (E85)
707,11,275,29,Grand Cherokee FFV,2007,Jeep,SUV,Ethanol (E85)
680,45,233,29,Mariner,2007,Mercury,SUV,Hybrid Electric
700,11,217,29,Armada FFV,2007,Nissan,SUV,Ethanol (E85)
697,45,273,29,VUE Green Line,2007,Saturn,SUV,Hybrid Electric
670,45,221,29,Highlander,2007,Toyota,SUV,Hybrid Electric
671,45,221,29,Lexus RX 400h,2007,Toyota,SUV,Hybrid Electric
467,11,215,29,Suburban FFV,2006,Chevrolet,SUV,Ethanol (E85)
468,11,215,29,Tahoe FFV,2006,Chevrolet,SUV,Ethanol (E85)
461,11,225,29,Durango FFV,2006,Dodge,SUV,Ethanol (E85)
489,45,219,29,Escape Hybrid,2006,Ford,SUV,Hybrid Electric
484,11,213,29,Yukon FFV,2006,GMC,SUV,Ethanol (E85)
483,11,213,29,Yukon XL FFV,2006,GMC,SUV,Ethanol (E85)
492,45,233,29,Mariner Hybrid,2006,Mercury,SUV,Hybrid Electric
487,45,221,29,Highlander Hybrid,2006,Toyota,SUV,Hybrid Electric
390,45,221,29,Lexus 400rh Hybrid,2006,Toyota,SUV,Hybrid Electric
395,11,215,29,Suburban FFV,2005,Chevrolet,SUV,Ethanol (E85)
399,11,215,29,Tahoe FFV,2005,Chevrolet,SUV,Ethanol (E85)
375,45,219,29,Escape Hybrid,2005,Ford,SUV,Hybrid Electric
373,11,219,29,Explorer FFV,2005,Ford,SUV,Ethanol (E85)
374,11,219,29,Explorer Sport Trac FFV,2005,Ford,SUV,Ethanol (E85)
380,11,213,29,Yukon FFV,2005,GMC,SUV,Ethanol (E85)
381,11,213,29,Yukon XL FFV,2005,GMC,SUV,Ethanol (E85)
376,11,233,29,Mountaineer FFV,2005,Mercury,SUV,Ethanol (E85)
389,45,221,29,Highlander Hybrid,2005,Toyota,SUV,Hybrid Electric
261,11,215,29,Suburban FFV,2004,Chevrolet,SUV,Ethanol (E85)
249,11,215,29,Tahoe FFV,2004,Chevrolet,SUV,Ethanol (E85)
267,11,219,29,Explorer FFV,2004,Ford,SUV,Ethanol (E85)
268,11,219,29,Explorer Sport Trac FFV,2004,Ford,SUV,Ethanol (E85)
256,11,213,29,Yukon FFV,2004,GMC,SUV,Ethanol (E85)
250,11,213,29,Yukon XL FFV,2004,GMC,SUV,Ethanol (E85)
292,11,233,29,Mountaineer FFV,2004,Mercury,SUV,Ethanol (E85)
566,11,215,29,Suburban FFV,2003,Chevrolet,SUV,Ethanol (E85)
564,11,215,29,Tahoe FFV,2003,Chevrolet,SUV,Ethanol (E85)
269,11,219,29,Sport Track FFV,2003,Ford,SUV,Ethanol (E85)
565,11,213,29,Yukon FFV,2003,GMC,SUV,Ethanol (E85)
567,11,213,29,Yukon XL FFV,2003,GMC,SUV,Ethanol (E85)
270,11,233,29,Mountaineer SUV FFV,2003,Mercury,SUV,Ethanol (E85)
556,11,233,29,Mountaineer Wagon FFV,2003,Mercury,SUV,Ethanol (E85)
262,41,221,29,RAV4-EV,2003,Toyota,SUV,Electric
199,11,215,29,Suburban FFV,2002,Chevrolet,SUV,Ethanol (E85)
197,11,215,29,Tahoe FFV,2002,Chevrolet,SUV,Ethanol (E85)
179,11,219,29,Explorer FFV,2002,Ford,SUV,Ethanol (E85)
180,11,219,29,Explorer Sport FFV,2002,Ford,SUV,Ethanol (E85)
181,11,219,29,Explorer Sport Track FFV,2002,Ford,SUV,Ethanol (E85)
198,11,213,29,Yukon FFV,2002,GMC,SUV,Ethanol (E85)
200,11,213,29,Yukon XL FFV,2002,GMC,SUV,Ethanol (E85)
209,41,221,29,RAV4-EV,2002,Toyota,SUV,Electric
138,11,219,29,Explorer Sport FFV,2001,Ford,SUV,Ethanol (E85)
122,41,221,29,RAV4-EV,2001,Toyota,SUV,Electric
82,41,221,29,RAV4-EV,2000,Toyota,SUV,Electric
582,41,221,29,RAV4-EV NiMH,1999,Toyota,SUV,Electric
50,41,221,29,RAV4-EV PbA,1999,Toyota,SUV,Electric
596,41,221,29,RAV4-EV NiMH (Flts.),1998,Toyota,SUV,Electric
595,41,221,29,RAV4-EV PbA (Fleets),1998,Toyota,SUV,Electric
